SCIENTIFIC NAME,TRADE NAME,INDICATION,ICD 10 CODE
DEXPANTHENOL,DEXPANTHENOL 50 mg/g Eye Gel 10g (N),"VIRAL CONJUNCTIVITS, HERPESVIRAL KERATITIS, HERPESVIRAL CONJUNCTIVITIS, VARICELLA KERATITIS, ZOSTER CONJUNCTIVITIS, ZOSTER KERATITIS, MEASLES KERATITIS AND KERATOCONJUNCTIVITIS, VIRAL CONJUNCTIVITIS, KERATITIS","B30, B00.52, B00.53, B01.81, B02.31, B02.33, B05.81, H16"
DEXPANTHENOL,DEXPANTHENOL 50 mg/g Eye Gel 10g (N),ALLERGIC CONJUCTIVITIS (AC),H10.1
DIAZOXIDE,DIAZOXIDE 50MG/ML ORAL SUS 30ML(N),HYPOGLYCAEMIA / HYPERINSULINISM,"E16.0, E16.1"
"DOXYLAMINE SUCCINATE,PYRIDOXINE (VITAMIN B6)",DICLEGIS(DOXYLAMINE 10MG/PYRIDOXINE 10MG) TAB 100'S(N),NAUSEA/VOMITING IN PREGNANCY,O21
DIGOXIN,DIGOXIN 0.05MG/ML ORAL SOLUTION 60ML (N),ATRIAL FIBRILLATION,I48
DIGOXIN,DIGOXIN 0.05MG/ML ORAL SOLUTION 60ML (N),CONGESTIVE HEART FAILURE,I50
DIGOXIN,DIGOXIN 0.05MG/ML ORAL SOLUTION 60ML (N),SUPRAVENTRICULAR TACHYCARDIA,I47.1
DIGOXIN,DIGOXIN 0.05MG/ML ORAL SOLUTION 60ML (N),ARRHYTHMIA,I49
DIGOXIN,DIGOXIN 0.05MG/ML ORAL SOLUTION 60ML (N),PULMONARY ARTERIAL HYPERTENSION,"I27.0, I27.2"
DIGOXIN,DIGOXIN 0.05MG/ML ORAL SOLUTION 60ML (N),"ANESTHESIA-SUPPORTIVE AGENTS/ CARDIAC ARREST, CARDIOVASCULAR EMERGENCIES AND/OR DYSRHYTHMIAS","Y48, T41, T88.2, T88.5"
DIGOXIN IMMUNE FAB,DIGOXIN IMMUNE FAB 40MG INJ (N),ATRIAL FIBRILLATION,I48
DIGOXIN IMMUNE FAB,DIGOXIN IMMUNE FAB 40MG INJ (N),CONGESTIVE HEART FAILURE,I50
DIGOXIN IMMUNE FAB,DIGOXIN IMMUNE FAB 40MG INJ (N),SUPRAVENTRICULAR TACHYCARDIA,I47.1
DIGOXIN IMMUNE FAB,DIGOXIN IMMUNE FAB 40MG INJ (N),ARRHYTHMIA,I49
DIGOXIN IMMUNE FAB,DIGOXIN IMMUNE FAB 40MG INJ (N),PULMONARY ARTERIAL HYPERTENSION,"I27.0, I27.2"
DIGOXIN IMMUNE FAB,DIGOXIN IMMUNE FAB 40MG INJ (N),"ANESTHESIA-SUPPORTIVE AGENTS/ CARDIAC ARREST, CARDIOVASCULAR EMERGENCIES AND/OR DYSRHYTHMIAS","Y48, T41, T88.2, T88.5"
DILTIAZEM,DILTIAZEM 2% GEL 30g (N),HYPERTENSION / SECONDARY HYPERTENSION,"I10, I15"
DILTIAZEM HYDROCHLOROIDE,DILTIAZEM 5MG/ML INJECTION- 1'S (N),HYPERTENSION / SECONDARY HYPERTENSION,"I10, I15"
DILTIAZEM,DILTIAZEM 60mg TAB 84'S (N),HYPERTENSION / SECONDARY HYPERTENSION,"I10, I15"
DILTIAZEM,DILTIAZEM RETARD 90 MG TAB 100'S (N),HYPERTENSION / SECONDARY HYPERTENSION,"I10, I15"
DIPHENHYDRAMINE,DIPHENHYDRAMINE 25mg TAB 100'S (N),ALLERGIC RHINITIS / URTICARIA / ALLERGIC REACTION,"J30, L50, T78.1"
DIPHENHYDRAMINE,DIPHENHYDRAMINE 50 MG/ML AMP 1'S(N),ALLERGIC RHINITIS / URTICARIA / ALLERGIC REACTION,"J30, L50, T78.1"
HYALURONATE DERIVATIVES,DISCOVISC 1 % 0.85 MLS FOR OPHTHALMIC(N),CATARACT SURGERY / OSTEOARTHRITIS,"H25, H26, M17"
DOBUTAMINE,DOBUTAMINE 250MG VIALS (N),"ANESTHESIA-SUPPORTIVE AGENTS/ CARDIAC ARREST, CARDIOVASCULAR EMERGENCIES AND/OR DYSRHYTHMIAS","Y48, T41, T88.2, T88.5"
DOBUTAMINE,DOBUTAMINE 250MG VIALS (N),BRADYCARDIA,R00.1
DOBUTAMINE,DOBUTAMINE 250MG VIALS (N),Septic Shock,"R57.2, R65.21"
DOBUTAMINE,DOBUTAMINE 250MG VIALS (N),HYPOTENSION,I95
DOBUTAMINE,DOBUTAMINE 250MG VIALS (N),BURN MANAGEMENT,T30
DOBUTAMINE,DOBUTAMINE 250MG VIALS (N),ACUTE KIDNEY INJURY (AKI),N17
DOXAPRAM,DOXAPRAM 100 MG / 5 ML INJ 1'S (N),RESPIRATORY FAILURE / NEONATAL APNOEA,"J96, P22"
DOXAZOSIN,DOXAZOSIN 1MG TAB 28'S(N),RENAL AND URETERIC STONES,"N20, N20.1, N20.2, N20.9, Q63.82, N23"
DOXAZOSIN,DOXAZOSIN 1MG TAB 28'S(N),HYPERTENSION,"I10, I11, I12, I13, I15"
DOXAZOSIN,DOXAZOSIN 1MG TAB 28'S(N),BENIGN PROSTATIC HYPERTROPHY,N40
DOXAZOSIN,DOXAZOSIN 4MG XL TAB 28'S(N),RENAL AND URETERIC STONES,"N20, N20.1, N20.2, N20.9, Q63.82, N23"
DOXAZOSIN,DOXAZOSIN 4MG XL TAB 28'S(N),HYPERTENSION,"I10, I11, I12, I13, I15"
DOXAZOSIN,DOXAZOSIN 4MG XL TAB 28'S(N),BENIGN PROSTATIC HYPERTROPHY,N40
DOXORUBICIN,DOXORUBICIN 50MG / 25ML-VIAL 1'S(N),MALIGNANT NEOPLASM,C00-C96
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),MUCOPURULENT CONJUCTIVITIS - CHLAMYDIAL CONJUNCTIVITIS,"H10.0, A74.0"
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),NECROTIZING PERIODONTITIS AND NECROTIZING ULCERATIVE GINGIVITIS,A69.1
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),PELVIC INFLAMMATORY DISEASE,N73.9
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),URETHRITIS & NONGONOCOCCAL URETHRIIS,N34.1
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),MYCOPLASMA GENITALIUM,A49.3
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),ACUTE EXACERBATION OF BRONCHIECTASIS (NON-CYSTIC FIBROSIS),J47
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),OSTEOMYELITIS,M86
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),ACUTE EXACERBATION OF CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),J44.1
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),"BACTERIAL SKIN INFECTIONS - PURULENT SKIN AND SOFT TISSUE INFECTIONS (CUTANEOUS ABSCESSES, FURUNCLES, CARBUNCLES)",L02
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),BRUCELLOSIS,A23
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),LICHEN PLANUS,L43
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),ORCHITIS AND EPIDIDYMITIS,N45
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),HOSPITAL AND VENTILATER ACQUIRED PNEUMONIA,"J18.9, J95. 851"
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),PEMPHIGOID,L12
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),BACTRIAL INFECTIONS OF THE GASTROINTESTINAL TRACT - VIBRIO CHOLERAE,"A04.9, A00"
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),ACUTE COUGH,R05
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),ACUTE BACTERIAL PROSTATITIS,N41.0
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),COMMUNITY ACQUIRED PNEUMONEA,J18.9
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),MALARIA-PREVENTION AND  CHEMOPROPHYLAXIS,"B50, B51, B52, B53, B54"
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),MARGINAL ZONE LYMPHOMA,C88.4
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),Pyogenic Arthritis,M00
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),ERYTHEMA,"L30.4, L51, L52, L53, L54, B08.3, L59.0, L95.1, P83.1"
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),SYPHILIS,"A50, A51, A52, A53, N74.2"
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),OCULAR ROSACEA,"H10.8, L71"
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),BACTERIAL SKIN INFECTIONS - NECROTIZING FASCIITIS,M72.6
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),TRAVEL RELATED INFECTIONS-TREATMENT,"B06, B50, B51, B52, B53, B54, B55, B26, A00, A01.0, A39, A83.0, A95, A97, J09, J11, B34.2, B97.2, A35, A36, A37.0, A20, A92, A80, A27, A15, A16, A22"
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),PAPULOPUSTULAR ROSACEA,L71
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),PHYMATOUS ROSACEA (MILD TO MODERATE),L71
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),SINUSITIS,"J01, J32"
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),ENDOCARDITIS,I33.0
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),BACTERIAL SKIN INFECTIONS - GAS GANGRENE,A48.0
DOXYCYCLINE,DOXYCYCLINE 100MG/5ML INJ(N),BACTERIAL SKIN INFECTIONS - IMPETIGO AND ECTHYMA,"L01, L08"
HALOBETASOL/TAZAROTENE,DUOBRII(HALOBETASOL/TAZAROTENE) LOTION 100G(N),PLAQUE PSORIASIS,L40 - Psoriasis
ENALAPRIL,ENALAPRIL 10 MG TAB 28'S (N),HYPERTENSION / SECONDARY HYPERTENSION,"I10, I15"
"POLYETHYLENE GLYCOL, PROPYLENE GLYCOL",ENDOFALK GRA SAC 55 G (N),CONSTIPATION,K59.0
-,Enemax (Enema for adult & pedia) 120ml (N),CONSTIPATION,K59.0 - Other functional intestinal disorders - Constipation
"ETHANOL, PROPYLENE GLYCOL, GLYCERINE, CARBOMER",EROXON (STIMGEL) SINGLE DOSE TUBE/ BOX 4'S (N),MALE ERECTILE DYSFUNCTION,N52
ERYTHROMYCIN,ERYTHROMYCIN 0.5% EO 3.5G(N),ACUTE EXACERBATION OF BRONCHIECTASIS (NON-CYSTIC FIBROSIS)-LONG-TERM ORAL ANTIBIOTIC TREATMENT,J47
ERYTHROMYCIN,ERYTHROMYCIN 0.5% EO 3.5G(N),CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),J44
ERYTHROMYCIN,ERYTHROMYCIN 0.5% EO 3.5G(N),ANTIBIOTIC SURGICAL PROPHYLAXIS,Z29.9
ERYTHROMYCIN,ERYTHROMYCIN 0.5% EO 3.5G(N),BACTERIAL SKIN INFECTIONS - ERYSIPELAS AND CELLULITIS,"A46, L03"
ERYTHROMYCIN,ERYTHROMYCIN 0.5% EO 3.5G(N),BACTERIAL SKIN INFECTIONS - IMPETIGO AND ECTHYMA,"L01, L08"
ERYTHROMYCIN,ERYTHROMYCIN 0.5% EO 3.5G(N),PEMPHIGOID,L12
ERYTHROMYCIN,ERYTHROMYCIN 0.5% EO 3.5G(N),BACTRIAL INFECTIONS OF THE GASTROINTESTINAL TRACT - VIBRIO CHOLERAE,"A04.9, A00"
ERYTHROMYCIN,ERYTHROMYCIN 0.5% EO 3.5G(N),TRAVEL RELATED INFECTIONS-TREATMENT,"B06, B50, B51, B52, B53, B54, B55, B26, A00, A01.0, A39, A83.0, A95, A97, J09, J11, B34.2, B97.2, A35, A36, A37.0, A20, A92, A80, A27, A15, A16, A22"
ERYTHROMYCIN,ERYTHROMYCIN 0.5% EO 3.5G(N),ACUTE COUGH,R05
ERYTHROMYCIN,ERYTHROMYCIN 0.5% EO 3.5G(N),COMMUNITY ACQUIRED PNEUMONEA,J18.9
ERYTHROMYCIN,ERYTHROMYCIN 0.5% EO 3.5G(N),MATERNAL AND CHILD HEALTHCARE- PROPHYLAXIS FOR P-PROM,O42
ERYTHROMYCIN,ERYTHROMYCIN 0.5% EO 3.5G(N),MUCOPURULENT CONJUCTIVITIS - GONOCOCCAL INFECTION OF THE EYE - CHLAMYDIAL CONJUNCTIVITIS,"H10.0, A54.31, A74.0"
ERYTHROMYCIN,ERYTHROMYCIN 0.5% EO 3.5G(N),PHARYNGITIS,"J00, J02"
ERYTHROMYCIN,ERYTHROMYCIN 0.5% EO 3.5G(N),BACTERIAL TONSILLOPHARYNGITIS TREATMENT AND PREVENTION,"J03, J35.0"
ERYTHROMYCIN,ERYTHROMYCIN 0.5% EO 3.5G(N),ACUTE EXACERBATION OF CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),J44.1
ERYTHROMYCIN,ERYTHROMYCIN 0.5% EO 3.5G(N),OTITIS MEDIA,"H65, H66"
ERYTHROMYCIN,ERYTHROMYCIN 0.5% EO 3.5G(N),SINUSITIS,"J01, J32"
ERYTHROMYCIN,ERYTHROMYCIN 0.5% EO 3.5G(N),RENAL TRANSPLANT,Z94.0
ERYTHROMYCIN,ERYTHROMYCIN 0.5% EO 3.5G(N),SICKLE CELL DISEASE - ACS MANAGEMENT,D57
ERYTHROMYCIN,ERYTHROMYCIN 1GM VIALS 1'S (N),ACUTE EXACERBATION OF BRONCHIECTASIS (NON-CYSTIC FIBROSIS)-LONG-TERM ORAL ANTIBIOTIC TREATMENT,J47
ERYTHROMYCIN,ERYTHROMYCIN 1GM VIALS 1'S (N),CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),J44
ERYTHROMYCIN,ERYTHROMYCIN 1GM VIALS 1'S (N),ANTIBIOTIC SURGICAL PROPHYLAXIS,Z29.9
ERYTHROMYCIN,ERYTHROMYCIN 1GM VIALS 1'S (N),BACTERIAL SKIN INFECTIONS - ERYSIPELAS AND CELLULITIS,"A46, L03"
ERYTHROMYCIN,ERYTHROMYCIN 1GM VIALS 1'S (N),BACTERIAL SKIN INFECTIONS - IMPETIGO AND ECTHYMA,"L01, L08"
ERYTHROMYCIN,ERYTHROMYCIN 1GM VIALS 1'S (N),PEMPHIGOID,L12
ERYTHROMYCIN,ERYTHROMYCIN 1GM VIALS 1'S (N),BACTRIAL INFECTIONS OF THE GASTROINTESTINAL TRACT - VIBRIO CHOLERAE,"A04.9, A00"
ERYTHROMYCIN,ERYTHROMYCIN 1GM VIALS 1'S (N),TRAVEL RELATED INFECTIONS-TREATMENT,"B06, B50, B51, B52, B53, B54, B55, B26, A00, A01.0, A39, A83.0, A95, A97, J09, J11, B34.2, B97.2, A35, A36, A37.0, A20, A92, A80, A27, A15, A16, A22"
ERYTHROMYCIN,ERYTHROMYCIN 1GM VIALS 1'S (N),ACUTE COUGH,R05
ERYTHROMYCIN,ERYTHROMYCIN 1GM VIALS 1'S (N),COMMUNITY ACQUIRED PNEUMONEA,J18.9
ERYTHROMYCIN,ERYTHROMYCIN 1GM VIALS 1'S (N),MATERNAL AND CHILD HEALTHCARE- PROPHYLAXIS FOR P-PROM,O42
ERYTHROMYCIN,ERYTHROMYCIN 1GM VIALS 1'S (N),MUCOPURULENT CONJUCTIVITIS - GONOCOCCAL INFECTION OF THE EYE - CHLAMYDIAL CONJUNCTIVITIS,"H10.0, A54.31, A74.0"
ERYTHROMYCIN,ERYTHROMYCIN 1GM VIALS 1'S (N),PHARYNGITIS,"J00, J02"
ERYTHROMYCIN,ERYTHROMYCIN 1GM VIALS 1'S (N),BACTERIAL TONSILLOPHARYNGITIS TREATMENT AND PREVENTION,"J03, J35.0"
ERYTHROMYCIN,ERYTHROMYCIN 1GM VIALS 1'S (N),ACUTE EXACERBATION OF CHRONIC OBSTRUCTIVE PULMONARY DISEASE (COPD),J44.1
ERYTHROMYCIN,ERYTHROMYCIN 1GM VIALS 1'S (N),OTITIS MEDIA,"H65, H66"
ERYTHROMYCIN,ERYTHROMYCIN 1GM VIALS 1'S (N),SINUSITIS,"J01, J32"
ERYTHROMYCIN,ERYTHROMYCIN 1GM VIALS 1'S (N),RENAL TRANSPLANT,Z94.0
ERYTHROMYCIN,ERYTHROMYCIN 1GM VIALS 1'S (N),SICKLE CELL DISEASE - ACS MANAGEMENT,D57
ESCITALOPRAM,ESCITALOPRAM 5mg/5ml ORAL SOLUTION 240ml (N),MENOPAUSE,N95
ESCITALOPRAM,ESCITALOPRAM 5mg/5ml ORAL SOLUTION 240ml (N),HUNTINGTON'S DISEASE-TICS,G10
ESCITALOPRAM,ESCITALOPRAM 5mg/5ml ORAL SOLUTION 240ml (N),DEPRESSION,"F32, F33"
ESCITALOPRAM,ESCITALOPRAM 5mg/5ml ORAL SOLUTION 240ml (N),ATTENTION DEFICIT HYPERACTIVITY DISORDER (ADHD),"F90, F98.8"
ESCITALOPRAM,ESCITALOPRAM 5mg/5ml ORAL SOLUTION 240ml (N),AUTISM SPECTRUM DISORDER,F84.0
ESCITALOPRAM,ESCITALOPRAM 5mg/5ml ORAL SOLUTION 240ml (N),NEUROPATHIC PAIN,M79.2
ESCITALOPRAM,ESCITALOPRAM 5mg/5ml ORAL SOLUTION 240ml (N),PAIN MANAGEMENT IN CANCER PATIENTS,"R52, G89.3"
ESCITALOPRAM,ESCITALOPRAM 5mg/5ml ORAL SOLUTION 240ml (N),ACUTE BIPOLAR I DEPRESSION,F31
ESCITALOPRAM,ESCITALOPRAM 5mg/5ml ORAL SOLUTION 240ml (N),BIPOLAR II DISORDER,F31
ESCITALOPRAM,ESCITALOPRAM 5mg/5ml ORAL SOLUTION 240ml (N),MENSTRUAL DISORDERS,F32.0
ESCITALOPRAM,ESCITALOPRAM 5mg/5ml ORAL SOLUTION 240ml (N),ALZHEIMER / DEMENTIA,"G30, F03"
ESCITALOPRAM,ESCITALOPRAM 5mg/5ml ORAL SOLUTION 240ml (N),ANXIETY DISORDERS,"F40.01, F40.1, F41, F42, F43.1, F93.2"
ESTRADIOL,ESTRADIOL GEL 0.1%(0.5MG) 30'S(N),MENOPAUSE / OVARIAN FAILURE / HORMONAL DEFICIENCY,"N95.1, E28.3, E89.4"
ETHAMBUTOL,ETHAMBUTOL 400 MG TAB 50'S (N),PULMONARY / EXTRAPULMONARY TUBERCULOSIS,"A15, A16"
ETHAMBUTOL,ETHAMBUTOL 400 MG TAB 56'S (N),PULMONARY / EXTRAPULMONARY TUBERCULOSIS,"A15, A16"
ETHAMSYLATE,ETHAMSYLATE 125 mg/ml INJ 2ML 1'S (N),ANESTHESIA COMPLICATIONS,"Y48, T41, T88.2, T88.5"
ETHOSUXIMIDE,ETHOSUXIMIDE 250 MG CAP 30'S(N),ABSENCE EPILEPSY,G40.3 - Generalised idiopathic epilepsy and epileptic syndromes
ETHOSUXIMIDE,ETHOSUXIMIDE 250MG/5ML ORAL SOLUTION 200ML (N),ABSENCE EPILEPSY,G40.3 - Generalised idiopathic epilepsy and epileptic syndromes
ETOMIDATE,ETOMIDATE 2MG/ML VIAL 10ML INJ 1'S(N),INDUCTION OF GENERAL ANAESTHESIA,Z00.0 - General medical examination
"ATORVASTATIN CALCIUM,EZETIMIBE",EZETIMIBE + ATORVASTATIN 10 mg/20 MG Tab 30'S (N),CORONARY ARTERY DISEASE,"I20, I25"
"ATORVASTATIN CALCIUM,EZETIMIBE",EZETIMIBE + ATORVASTATIN 10 mg/20 MG Tab 30'S (N),DYSLIPIDEMIA,E78
FACTOR X,"FACTOR X, HUMAN PLASMA COAGULATION FACTOR(N)",FACTOR X DEFICIENCY / COAGULATION DISORDER,D68.2 - Other coagulation defects - Hereditary deficiencyof other clotting factors
"PHOSPHATE SODIUM MONOBASIC,SODIUM PHOSPHATE",FAST-FLEET ENEMA (2 BOTTLES*150ML)(N),CONSTIPATION,K59.0
FEDRATINIB,FEDRATINIB 100MG CAP 120'S (N),MALIGNANT NEOPLASM,C00-C96
FELODIPINE,FELODIPINE 5 MG TAB 30'S (N),HYPERTENSION / SECONDARY HYPERTENSION,"I10, I15"
"ESTRADIOL, DYDROGESTERONE",FEMOSTON 1/5 CONTI TAB 28'S(N),MENSTRUAL DISORDERS,Z30.013
"ESTRADIOL, DYDROGESTERONE",FEMOSTON 1/5 CONTI TAB 28'S(N),ENDOMETRIOSIS,N80
"ESTRADIOL, DYDROGESTERONE",FEMOSTON 1/5 CONTI TAB 28'S(N),MENOPAUSE,N95
FLECAINIDE,FLECAINIDE 100 MG TAB 60'S (N),SUPRAVENTRICULAR TACHYCARDIA / ATRIAL FIBRILLATION,"I47.1, I48"
FLECAINIDE,FLECAINIDE 50 MG TAB 60'S (N),SUPRAVENTRICULAR TACHYCARDIA / ATRIAL FIBRILLATION,"I47.1, I48"
FLUCONAZOLE,FLUCONAZOLE 10MG/ML ORAL SOLUTION 35ML(N),ECZEMA,L20
FLUCONAZOLE,FLUCONAZOLE 10MG/ML ORAL SOLUTION 35ML(N),CUTANEOUS LEISHMANIASIS,B55.1
FLUCONAZOLE,FLUCONAZOLE 10MG/ML ORAL SOLUTION 35ML(N),ESOPHAGEAL CANDIDIASIS & OROPHARYNGEAL CANDIDIASIS,"B37.81, B37.0, B37.88"
FLUCONAZOLE,FLUCONAZOLE 10MG/ML ORAL SOLUTION 35ML(N),FUNGAL GIT - COCCIDIOIDOMYCOSIS,B38.9
FLUCONAZOLE,FLUCONAZOLE 10MG/ML ORAL SOLUTION 35ML(N),FUNGAL GIT - CRYPTOCOCCOSIS,B45.9
FLUCONAZOLE,FLUCONAZOLE 10MG/ML ORAL SOLUTION 35ML(N),TRAVEL RELATED INFECTIONS-TREATMENT,"B06, B50, B51, B52, B53, B54, B55, B26, A00, A01.0, A39, A83.0, A95, A97, J09, J11, B34.2, B97.2, A35, A36, A37.0, A20, A92, A80, A27, A15, A16, A22"
FLUCONAZOLE,FLUCONAZOLE 10MG/ML ORAL SOLUTION 35ML(N),RENAL TRANSPLANT,Z94.0
FLUCONAZOLE,FLUCONAZOLE 10MG/ML ORAL SOLUTION 35ML(N),HUMAN IMMUNODEFICIENCY VIRUS,B20
FLUCONAZOLE,FLUCONAZOLE 10MG/ML ORAL SOLUTION 35ML(N),Invasive Candidiasis and Candidemia,"B37.1, B37.5, B37.6, B37.7, B37.9, H44.0"
FLUCONAZOLE,FLUCONAZOLE 10MG/ML ORAL SOLUTION 35ML(N),FUNGAL INFECTIONS OF THE GENITAL TRACT - CANDIDIASIS OF VULVA AND VAGINA & CANDIDIASIS OF OTHER UROGENITAL SITES,"B37.4, B37.3"
FLUCONAZOLE,FLUCONAZOLE 10MG/ML ORAL SOLUTION 35ML(N),"ONYCHOMYCOSIS ,TINEA UNGUIUM",B35.1
FLUCONAZOLE,FLUCONAZOLE 10MG/ML ORAL SOLUTION 35ML(N),"TINEA CORPORIS, TINEA CRURIS, AND TINEA PEDIS","B35.4, B35.6, B35.3"
FLUCONAZOLE,FLUCONAZOLE 10MG/ML ORAL SOLUTION 35ML(N),SEBORRHEIC DERMATITIS,L21
FLUCONAZOLE,FLUCONAZOLE 10MG/ML ORAL SOLUTION 35ML(N),ADULT ACUTE MYELOID LEUKAEMIA (AML),C92.0
FLUCONAZOLE,FLUCONAZOLE 10MG/ML ORAL SOLUTION 35ML(N),PEDIATRIC ACUTE LYMPHOBLASTIC LEUKAEMIA (ALL)-ADVERSE REACTIONS MANAGEMENT,C91
FLUCONAZOLE,FLUCONAZOLE 10MG/ML ORAL SOLUTION 35ML(N),CANDIDIASIS OF SKIN AND NAIL,B37.2
FLUCONAZOLE,FLUCONAZOLE 10MG/ML ORAL SOLUTION 35ML(N),ANTIMICROBIAL PROPHYLAXIS IN CANCER PATIENTS,Z29.8
FLUCONAZOLE,FLUCONAZOLE 10MG/ML ORAL SOLUTION 35ML(N),INTRA-ABDOMINAL INFECTIONS,"K35, K81, K83, K57, K63, K26, S36"
FLUCONAZOLE,FLUCONAZOLE 10MG/ML ORAL SOLUTION 35ML(N),"PERITONITIS, TERTIARY PERITONITIS, POST-OPERATIVE PERITONITIS, PERITONEAL DIALYSIS RELATED PERITONITIS","K65, K65.8, K65.9"
FLUCONAZOLE,FLUCONAZOLE 10MG/ML ORAL SOLUTION 35ML(N),Pyogenic Arthritis,M00
FLUCONAZOLE,FLUCONAZOLE 10MG/ML ORAL SOLUTION 35ML(N),ADULT ACUTE LYMPHOCYTIC LEUKEMIA (ALL)-ADVERSE REACTIONS MANAGEMENT,C91.0
FLUDROCORTISONE,FLUDROCORTISONE 0.1 MG TAB 100'S (N),ADRENAL INSUFFICIENCY / CONN'S SYNDROME,"E27.1, E27.4"
FLUORESCEINE,FLUORESCEIN SODIUM EYE STRIPS 100'S (N),GLAUCOMA / FLUORESCEIN ANGIOGRAPHY,"H40, H26, Z01.00"
FLUORESCEIN SODIUM,FLUORESCINE 20% INJECTION (N),EYE EXAMINATION,Z01.0
FLUORESCEINE,FLUORESCINE SOD 2% 0.5 ML EYE DROPS (MINIMS -20'S)(N),GLAUCOMA / FLUORESCEIN ANGIOGRAPHY,"H40, H26, Z01.00"
FLUOROURACIL,FLUOROURACIL 5% TOPICAL CREAM 40g (N),GASTRIC CANCER,C16
FLUOROURACIL,FLUOROURACIL 5% TOPICAL CREAM 40g (N),BREAST CANCER EARLY HER-2 -VE,"C50, C79.81, D05"
FLUOROURACIL,FLUOROURACIL 5% TOPICAL CREAM 40g (N),BREAST CANCER MET.HER-2 -VE,"C50, C79.81, D05"
FLUOROURACIL,FLUOROURACIL 5% TOPICAL CREAM 40g (N),ANAL CANCER,C21
FLUOROURACIL,FLUOROURACIL 5% TOPICAL CREAM 40g (N),PARATHYROID CANCER,C75
FLUOROURACIL,FLUOROURACIL 5% TOPICAL CREAM 40g (N),HEAD AND NECK CANCER,"C00, C01, C02, C03, C04, C05, C06, C07, C08, C09, C10, C11, C12, C13, C14
C30, C31, C32, C33, C76.0"
FLUOROURACIL,FLUOROURACIL 5% TOPICAL CREAM 40g (N),BLADDER CANCER,C67
FLUOROURACIL,FLUOROURACIL 5% TOPICAL CREAM 40g (N),THYROID CANCER-MEDULLARY CARCINOMA,C73
FLUOROURACIL,FLUOROURACIL 5% TOPICAL CREAM 40g (N),OPEN ANGLE GLUCOMA,H40.1
FLUOROURACIL,FLUOROURACIL 5% TOPICAL CREAM 40g (N),OVARIAN CANCER,C56
FLUOROURACIL,FLUOROURACIL 5% TOPICAL CREAM 40g (N),Cervical Cancer,C53
FLUOROURACIL,FLUOROURACIL 5% TOPICAL CREAM 40g (N),BILIARY TRACT CANCER,C22.1
FLUOROURACIL,FLUOROURACIL 5% TOPICAL CREAM 40g (N),VAGINAL AND VULVAR CANCERS,"C51, C52"
FLUOROURACIL,FLUOROURACIL 5% TOPICAL CREAM 40g (N),MALIGNANT NEOPLASM OF THE PANCREAS,C25
FLUOROURACIL,FLUOROURACIL 5% TOPICAL CREAM 40g (N),ESOPHAGEAL CANCER,C15
FLUOROURACIL,FLUOROURACIL 5% TOPICAL CREAM 40g (N),NEUROENDOCRINE TUMORS,C07
FLUOROURACIL,FLUOROURACIL 5% TOPICAL CREAM 40g (N),COLORECTAL CANCER-EARLY & ADVANCED,"C18, C19, C20"
